Name	Length	TPM	Length	TPM	Length	TPM	Length	TPM	Length	TPM	Length	TPM	Length	TPM	Length	TPM	Length	TPM	Length	TPM	Length	TPM	Length	TPM	Length	TPM
XM_015405538.1	3780	4.76648	3780	1.66053	3780	0	3780	0.600817	3780	5.80424	3780	0	3780	0.982754	3780	1.15846	3780	0	3780	1.3437	3780	0	3780	2.51052	3780	0
XM_015405539.1	5585	1.0607	5585	3.21491	5585	5.96371	5585	0.481272	5585	0.897047	5585	2.50595	5585	0.657401	5585	6.67644	5585	17.1318	5585	5.93326	5585	1.81544	5585	1.19918	5585	12.3378
XM_015405540.1	918	0	918	0	918	0	918	0	918	0	918	0	918	0	918	0	918	0	918	0	918	0	918	0	918	0
XM_015405541.1	936	0	936	0	936	0	936	0	936	0	936	0	936	0	936	0	936	0	936	0	936	0	936	0	936	0
XM_015405542.1	936	0	936	0	936	0	936	0	936	0	936	0	936	0	936	0	936	0	936	0	936	0	936	0	936	0
XM_015405543.1	966	0	966	0	966	0	966	0	966	0	966	0	966	0	966	0	966	0	966	0	966	0	966	0	966	0
XM_015405544.1	960	0	960	0	960	0	960	0	960	0	960	0	960	0	960	0	960	0	960	0	960	0	960	0	960	0
XM_015405545.1	951	0	951	0	951	0	951	0	951	0	951	0	951	0	951	0	951	0	951	0	951	0	951	0	951	0
XM_015405546.1	2831	8.82416	2831	37.3387	2831	8.75064	2831	7.97688	2831	90.4157	2831	60.778	2831	57.1217	2831	23.5164	2831	8.0408	2831	96.6132	2831	72.2476	2831	94.5655	2831	31.8961
XM_015405547.1	966	0	966	0	966	0	966	0	966	0	966	0	966	0	966	0	966	0	966	0	966	0	966	0	966	0
XM_015405548.1	966	0	966	0	966	0	966	0	966	0	966	0	966	0	966	0	966	0	966	0	966	0	966	0	966	0
XM_015405549.1	954	0	954	0	954	0	954	0	954	0	954	0	954	0	954	0	954	0	954	0	954	0	954	0	954	0
XM_015405550.1	960	0	960	0	960	0	960	0	960	0	960	0	960	0	960	0	960	0	960	0	960	0	960	0	960	0
XM_015405551.1	966	0	966	0	966	0	966	0	966	0	966	0	966	0	966	0	966	0	966	0	966	0	966	0	966	0
XM_015405552.1	966	0	966	0	966	0	966	0	966	0	966	0	966	0	966	0	966	0	966	0	966	0	966	0	966	0
XM_015405553.1	987	0	987	0	987	0	987	0	987	0	987	0	987	0	987	0	987	0	987	0	987	0	987	0	987	0
XM_015405554.1	924	0	924	0	924	0	924	0	924	0	924	0	924	0	924	0	924	0	924	0	924	0	924	0	924	0
XM_015405555.1	951	0	951	0	951	0	951	0	951	0	951	0	951	0	951	0	951	0	951	0	951	0	951	0	951	0
XM_015405556.1	2377	0	2377	0	2377	0	2377	0	2377	0	2377	0	2377	0	2377	0	2377	0	2377	0	2377	0	2377	0	2377	0
XM_015405557.1	1347	0	1347	0	1347	0	1347	0	1347	0	1347	0	1347	0	1347	0	1347	0	1347	0	1347	0	1347	0	1347	0
XM_015405558.1	1377	0	1377	0	1377	0	1377	0	1377	0	1377	0	1377	0	1377	0	1377	0	1377	0	1377	0	1377	0	1377	0
XM_015405559.1	1577	0	1577	0.846469	1577	1.69262	1577	2.75811	1577	0	1577	0.3506	1577	0	1577	4.41099	1577	0	1577	37.9822	1577	0	1577	19.9553	1577	15.1751
XM_015405560.1	1497	0	1497	0	1497	0	1497	0	1497	0	1497	0	1497	0	1497	0	1497	0	1497	0	1497	0	1497	0	1497	0
XM_015405561.1	683	0	683	0	683	0	683	0	683	0	683	0	683	0	683	0	683	0	683	0	683	0	683	0	683	0
XM_015405562.1	2118	9.09503	2118	3.37277	2118	2.44916	2118	5.10494	2118	21.2647	2118	15.3	2118	16.2498	2118	57.093	2118	20.7465	2118	17.7681	2118	8.53266	2118	18.4641	2118	18.9204
XM_015405563.1	2003	0	2003	0	2003	0	2003	0	2003	0	2003	0	2003	0	2003	0	2003	0	2003	0	2003	0	2003	0	2003	0
XM_015405564.1	1964	0	1964	0	1964	0	1964	0	1964	0	1964	0	1964	0	1964	0	1964	0	1964	0	1964	0	1964	0	1964	0
XM_015405565.1	1593	1.60194	1593	119.699	1593	0	1593	1.21218	1593	0	1593	0	1593	0	1593	0	1593	0	1593	2.01249	1593	9.65768	1593	4.48548	1593	0
XM_015405566.1	1062	0	1062	0	1062	0	1062	0	1062	0	1062	0	1062	0	1062	0	1062	0	1062	0	1062	0	1062	0	1062	0
XM_015405567.1	2557	0	2557	0	2557	0	2557	0	2557	0	2557	0	2557	0	2557	0	2557	0	2557	0	2557	0	2557	0	2557	0
XM_015405568.1	2013	0	2013	0	2013	0	2013	0	2013	0	2013	0	2013	0	2013	0.281786	2013	0	2013	0	2013	0	2013	0	2013	8.32407
XM_015405569.1	753	0	753	0	753	0	753	0	753	0	753	0	753	0	753	0	753	0	753	0	753	0	753	0	753	0
XM_015405570.1	1268	0	1268	0	1268	0	1268	0	1268	0	1268	0	1268	0	1268	0	1268	0	1268	0	1268	0	1268	0	1268	0
XM_015405571.1	1218	0	1218	0	1218	0	1218	0.410054	1218	0	1218	0	1218	0	1218	0	1218	0	1218	0	1218	0	1218	0	1218	0
XM_015405572.1	777	3.70269	777	11.6067	777	11.6782	777	18.9335	777	2.48713	777	1.57356	777	0	777	8.32837	777	6.68404	777	0	777	0	777	2.03961	777	0
XM_015405573.1	963	0	963	0	963	0	963	0	963	0	963	0	963	0	963	0	963	0	963	0	963	0	963	0	963	0
XM_015405574.1	3218	0	3218	0	3218	0	3218	0	3218	0	3218	0	3218	0	3218	0	3218	0	3218	0	3218	0	3218	0	3218	0
XM_015405575.1	3405	0	3405	15.9281	3405	0	3405	0.134033	3405	0	3405	0	3405	0	3405	0	3405	0	3405	1.49762	3405	0	3405	0	3405	0
XM_015405576.1	1668	0	1668	0	1668	0	1668	0	1668	0	1668	0	1668	0	1668	0	1668	0	1668	0	1668	0	1668	0	1668	0
XM_015405577.1	2438	0	2438	0	2438	0	2438	0	2438	0	2438	0	2438	0	2438	0	2438	0	2438	0	2438	0	2438	0	2438	0
XM_015405578.1	2427	0	2427	0	2427	0	2427	0	2427	0	2427	0	2427	0	2427	0	2427	0	2427	0	2427	0	2427	0	2427	0
XM_015405579.1	3113	0	3113	0	3113	0	3113	0	3113	0	3113	0	3113	0	3113	0	3113	0	3113	0	3113	0	3113	0	3113	0
XM_015405580.1	2254	0	2254	0	2254	0	2254	0	2254	0	2254	0	2254	0	2254	0	2254	0	2254	0	2254	0	2254	0	2254	0
XM_015405581.1	3077	0	3077	0	3077	0	3077	0	3077	0	3077	0	3077	0	3077	0	3077	0	3077	0	3077	0.95974	3077	0	3077	0
XM_015405582.1	1973	7.60285	1973	5.31383	1973	3.63716	1973	1.19833	1973	8.81872	1973	0.275105	1973	2.60975	1973	0.863857	1973	21.1978	1973	1.60657	1973	0	1973	2.84597	1973	19.5618
XM_015405583.1	7527	6.48471	7527	0.081657	7527	0.894524	7527	0.236316	7527	0	7527	0.0684328	7527	0	7527	0.14261	7527	1.7632	7527	0.132584	7527	0	7527	0.884082	7527	0.846222
XM_015405584.1	5024	0	5024	0	5024	0	5024	0	5024	0	5024	0	5024	0	5024	0	5024	0	5024	0	5024	0	5024	0	5024	0
XM_015405585.1	1170	0	1170	0	1170	0	1170	0	1170	0	1170	0	1170	0	1170	0	1170	0	1170	0	1170	0	1170	0	1170	0
XM_015405586.1	1230	123.745	1230	2.799	1230	0.560582	1230	0.810944	1230	0	1230	0	1230	0	1230	14.0691	1230	0	1230	6.24724	1230	0	1230	0	1230	0
XM_015405587.1	1085	0	1085	0	1085	0	1085	0	1085	0	1085	0	1085	0	1085	0	1085	0	1085	0	1085	0	1085	0	1085	0
XM_015405588.1	1066	0	1066	0	1066	0	1066	0	1066	0	1066	0	1066	0	1066	0	1066	0	1066	0	1066	0	1066	0	1066	0
XM_015405589.1	3236	193.29	3236	36.9246	3236	55.5233	3236	40.7195	3236	91.2504	3236	52.8429	3236	97.0231	3236	54.4937	3236	190.226	3236	50.5325	3236	23.6769	3236	54.8065	3236	87.2284
XM_015405590.1	1372	0	1372	0	1372	0	1372	0	1372	0	1372	0	1372	0	1372	0	1372	0	1372	0	1372	0	1372	0	1372	0
XM_015405591.1	1323	0	1323	0	1323	0	1323	0	1323	0	1323	0	1323	0	1323	0	1323	0	1323	0	1323	0	1323	0	1323	0
XM_015405592.1	2407	11.2526	2407	1.60365	2407	3.46766	2407	6.19064	2407	7.85974	2407	6.89992	2407	9.45651	2407	13.7295	2407	7.62849	2407	2.15439	2407	0	2407	0	2407	8.25734
XM_015405593.1	1367	0	1367	0	1367	0	1367	0	1367	0	1367	0	1367	0	1367	0	1367	0	1367	0	1367	0	1367	0	1367	0
XM_015405594.1	2555	0	2555	0	2555	0	2555	0	2555	0	2555	0	2555	0	2555	0	2555	0	2555	0	2555	0	2555	0	2555	0
XM_015405595.1	2418	35.1207	2418	81.9204	2418	92.905	2418	51.2095	2418	152.176	2418	122.936	2418	168.352	2418	398.082	2418	0	2418	148.367	2418	104.43	2418	101.373	2418	148.601
XM_015405596.1	2368	0	2368	0	2368	0.271458	2368	0.196869	2368	0	2368	0	2368	0	2368	0.236786	2368	0	2368	0	2368	0	2368	0	2368	4.20075
XM_015405597.1	1366	0	1366	0	1366	0	1366	0	1366	0	1366	0	1366	0	1366	0	1366	0	1366	0	1366	0	1366	0	1366	0
XM_015405598.1	1442	0	1442	1.40285	1442	0	1442	0	1442	0	1442	0	1442	0	1442	0	1442	0	1442	0	1442	0	1442	0	1442	4.78327
XM_015405599.1	1259	0	1259	0	1259	0	1259	0	1259	0	1259	0	1259	0	1259	0	1259	0	1259	0	1259	0	1259	0	1259	0
XM_015405600.1	928	0	928	0	928	0	928	0	928	0	928	0	928	0	928	0	928	0	928	0	928	0	928	0	928	0
XM_015405601.1	859	0	859	0	859	0	859	0	859	0	859	0	859	0	859	0	859	0	859	0	859	0	859	0	859	0
XM_015405602.1	856	0	856	0	856	0	856	0	856	0	856	0	856	0	856	0	856	0	856	0	856	0	856	0	856	0
XM_015405603.1	2341	4.21539	2341	11.289	2341	7.69498	2341	5.18183	2341	39.7308	2341	27.2789	2341	58.4349	2341	18.6964	2341	9.81978	2341	47.4811	2341	5.11538	2341	50.975	2341	31.8911
XM_015405604.1	3273	0	3273	0	3273	0	3273	0	3273	0	3273	0	3273	0	3273	0	3273	0	3273	0	3273	0	3273	0	3273	0
XM_015405605.1	3303	0	3303	0	3303	0	3303	0	3303	0	3303	0	3303	0	3303	0	3303	0	3303	0	3303	0	3303	0	3303	0
XM_015405606.1	2416	6.11336	2416	3.99316	2416	5.57924	2416	6.16599	2416	16.3696	2416	11.5284	2416	16.222	2416	6.95345	2416	67.4367	2416	11.1587	2416	8.04008	2416	10.3182	2416	14.3934
XM_015405607.1	3275	3.87655	3275	5.01609	3275	17.1217	3275	8.09791	3275	19.6819	3275	11.5971	3275	21.6733	3275	26.4028	3275	47.6582	3275	33.9982	3275	14.3899	3275	22.4829	3275	54.7744
XM_015405608.1	1032	0	1032	0	1032	0	1032	0	1032	0	1032	0	1032	0	1032	0	1032	0	1032	0	1032	0	1032	0	1032	0
XM_015405609.1	343	0	343	0	343	0	343	0	343	0	343	0	343	0	343	0	343	0	343	0	343	0	343	0	343	0
XM_015405610.1	1973	0	1973	0	1973	0	1973	0	1973	0	1973	0	1973	0	1973	0	1973	0	1973	0	1973	0	1973	0	1973	0
XM_015405611.1	2188	30.0007	2188	59.4833	2188	74.2078	2188	170.375	2188	0	2188	209.117	2188	200.886	2188	204.831	2188	0	2188	306.556	2188	50.1034	2188	215.921	2188	432.522
XM_015405612.1	2075	0.329302	2075	0.026238	2075	37.2292	2075	0	2075	261.625	2075	0	2075	43.3364	2075	0	2075	337.037	2075	0	2075	69.0844	2075	0	2075	0
XM_015405613.1	1236	1.06544	1236	3.34016	1236	28.9875	1236	1.20966	1236	0	1236	0	1236	0	1236	63.6866	1236	0	1236	4.43808	1236	0	1236	0	1236	26.9682
XM_015405614.1	2127	17.523	2127	0.305216	2127	0	2127	0	2127	0	2127	0	2127	0	2127	15.6691	2127	0	2127	0	2127	0	2127	0	2127	0
XM_015405615.1	623	0	623	0	623	0	623	0	623	0	623	0	623	0	623	0	623	0	623	0	623	0	623	0	623	0
XM_015405616.1	5203	162.745	5203	0.840836	5203	0.699195	5203	0.220045	5203	4.27492	5203	0	5203	20.4162	5203	0.293376	5203	0	5203	0.450732	5203	74.8176	5203	30.4408	5203	0
XM_015405617.1	492	0	492	0	492	0	492	0	492	0	492	0	492	0	492	0	492	0	492	0	492	0	492	0	492	0
XM_015405618.1	3336	0	3336	0	3336	0	3336	0	3336	0	3336	0	3336	0	3336	0	3336	0	3336	0	3336	0	3336	0	3336	0
XM_015405619.1	3297	0	3297	0	3297	0	3297	0	3297	0	3297	0	3297	0	3297	0	3297	0	3297	0	3297	0	3297	0	3297	0
XM_015405620.1	1095	0	1095	0	1095	0	1095	0	1095	0	1095	0	1095	0	1095	0	1095	0	1095	0	1095	0	1095	0	1095	0
XM_015405621.1	650	0	650	0	650	0	650	0	650	0	650	0	650	0	650	0	650	0	650	0	650	0	650	0	650	0
XM_015405622.1	3511	0	3511	0	3511	0	3511	0	3511	0	3511	0	3511	0	3511	0	3511	0	3511	0	3511	0	3511	0	3511	0
XM_015405623.1	3459	0	3459	0	3459	0	3459	0	3459	0.000227314	3459	0	3459	0	3459	0	3459	0	3459	0	3459	0	3459	0	3459	0
XM_015405624.1	3436	0	3436	0	3436	0	3436	0	3436	0.492569	3436	0	3436	0	3436	0	3436	0	3436	0	3436	0	3436	0	3436	0
XM_015405625.1	648	0	648	0	648	0	648	0	648	0	648	0	648	0	648	0	648	0	648	0	648	0	648	0	648	0
XM_015405626.1	1029	0	1029	0	1029	0	1029	0	1029	0	1029	0	1029	0	1029	0.595453	1029	0	1029	0	1029	0	1029	0	1029	0
XM_015405627.1	2759	0.884695	2759	1.15575	2759	8.76261	2759	3.17863	2759	9.90747	2759	3.46917	2759	13.6483	2759	4.83283	2759	0	2759	21.6433	2759	14.5221	2759	13.9514	2759	17.8751
XM_015405628.1	2614	0	2614	0	2614	0	2614	0	2614	0	2614	0	2614	0	2614	0	2614	6.99374	2614	0	2614	0	2614	0	2614	0
XM_015405629.1	503	29.7659	503	22.4579	503	31.5596	503	27.5986	503	831.922	503	79.5086	503	177.509	503	72.0352	503	23.0888	503	84.4048	503	471.039	503	249.426	503	12.7164
XM_015405630.1	3066	0	3066	0.620329	3066	0.206221	3066	0	3066	0	3066	0	3066	0	3066	0.180204	3066	0	3066	0	3066	0	3066	0	3066	0
XM_015405631.1	833	27.1757	833	0	833	0.892019	833	1.9297	833	0	833	0	833	0	833	39.0178	833	0	833	0	833	0	833	0	833	0
XM_015405632.1	6757	0.0872411	6757	0.547081	6757	0.363257	6757	0.329852	6757	0	6757	0	6757	0	6757	2.14944	6757	1.31197	6757	0	6757	0	6757	0	6757	0.708455
XM_015405633.1	505	0	505	0	505	0	505	0	505	0	505	0	505	0	505	0	505	0	505	0	505	0	505	0	505	0
XM_015405634.1	1038	0	1038	0	1038	0	1038	0	1038	0	1038	0	1038	0	1038	0	1038	0	1038	0	1038	0	1038	0	1038	0
XM_015405635.1	2535	0	2535	0	2535	0	2535	0.366097	2535	0	2535	0	2535	0	2535	0	2535	0	2535	0	2535	0	2535	0	2535	0
XM_015405636.1	4048	33.1398	4048	4.79331	4048	3.69876	4048	9.73434	4048	204.681	4048	61.9154	4048	158.684	4048	41.8079	4048	121.448	4048	77.609	4048	79.4249	4048	61.8037	4048	118.682
XM_015405637.1	1430	0	1430	0	1430	0	1430	0	1430	0	1430	0	1430	0	1430	0	1430	0	1430	0	1430	0	1430	0	1430	0
XM_015405638.1	1247	220.961	1247	286.566	1247	262.106	1247	1163.93	1247	147.895	1247	396.822	1247	276.665	1247	400.277	1247	100.907	1247	452.615	1247	185.842	1247	307.081	1247	285.286
XM_015405639.1	3313	6.2008	3313	3.4309	3313	0.950292	3313	2.48289	3313	2.5589	3313	4.77435	3313	2.62983	3313	10.4677	3313	14.3317	3313	5.85551	3313	4.44319	3313	0.822739	3313	11.8079
XM_015405640.1	1135	0	1135	0	1135	0	1135	0	1135	0	1135	0	1135	0	1135	0	1135	0	1135	0	1135	0	1135	0	1135	0
XM_015405641.1	465	0	465	0	465	0	465	0	465	0	465	0	465	0	465	0	465	0	465	0	465	0	465	0	465	0
XM_015405642.1	1530	0	1530	0	1530	0	1530	0	1530	0	1530	0	1530	0	1530	0	1530	0	1530	0	1530	0	1530	0	1530	0
XM_015405643.1	527	0	527	0	527	0	527	0	527	0	527	0	527	0	527	0	527	0	527	0	527	0	527	0	527	0
XM_015405644.1	519	0	519	0	519	0	519	0	519	0	519	0	519	0	519	0	519	0	519	0	519	0	519	0	519	0
XM_015405645.1	2271	1.36088	2271	0.284449	2271	0.567881	2271	0	2271	0	2271	0	2271	0	2271	0.24759	2271	0	2271	0	2271	0	2271	0	2271	0
XM_015405646.1	693	0	693	0	693	0	693	0	693	0	693	0	693	0	693	0	693	0	693	0	693	0	693	0	693	0
XM_015405647.1	1570	0	1570	0	1570	0.425259	1570	0.615948	1570	2.25393	1570	0	1570	0	1570	2.58571	1570	0	1570	10.2233	1570	0	1570	6.38041	1570	2.17844
XM_015405648.1	2570	0.715445	2570	0	2570	0.248691	2570	0	2570	0	2570	0	2570	0	2570	1.30237	2570	0	2570	0	2570	0	2570	0	2570	0
XM_015405649.1	2420	0.254273	2420	0	2420	0	2420	0	2420	0	2420	0	2420	0	2420	0	2420	0	2420	0	2420	0	2420	0	2420	0
XM_015405650.1	1124	0	1124	0	1124	0	1124	0	1124	0	1124	0	1124	0	1124	0	1124	0	1124	0	1124	0	1124	0	1124	0
XM_015405651.1	2654	0	2654	0	2654	0	2654	0	2654	0	2654	0	2654	0	2654	0	2654	0	2654	0	2654	0	2654	0	2654	0
XM_015405652.1	3050	2.78521	3050	4.57422	3050	0.829454	3050	0.902845	3050	0	3050	0.173498	3050	0.819122	3050	3.80512	3050	0	3050	1.34382	3050	0	3050	0	3050	14.4821
XM_015405653.1	2144	2.31643	2144	37.5234	2144	76.4389	2144	143.259	2144	712.904	2144	226.783	2144	351.092	2144	12.376	2144	212.337	2144	1038.67	2144	369.193	2144	436.099	2144	392.189
XM_015405654.1	735	0	735	0	735	0	735	0	735	0	735	0	735	0	735	0	735	78.5972	735	0	735	0	735	0	735	0
XM_015405655.1	771	0	771	0.976643	771	0	771	0.708081	771	0	771	0	771	0	771	0	771	0	771	0	771	0	771	0	771	0
XM_015405656.1	3633	0	3633	0	3633	0	3633	0	3633	0	3633	0	3633	0	3633	0	3633	0	3633	0	3633	0	3633	0	3633	0
XM_015405657.1	954	13.6929	954	6.77766	954	5.29073	954	5.4571	954	15.6744	954	10.4883	954	46.558	954	8.45821	954	0	954	26.2208	954	0	954	9.58873	954	13.3528
XM_015405658.1	2442	434.146	2442	76.8499	2442	24.9517	2442	15.2784	2442	81.6352	2442	17.7456	2442	0	2442	145.286	2442	0	2442	139.612	2442	0	2442	155.295	2442	59.6355
XM_015405659.1	2385	0.00510994	2385	0	2385	0	2385	6.01664	2385	0	2385	5.17943	2385	46.6834	2385	0	2385	60.6595	2385	0	2385	50.7838	2385	0	2385	0
XM_015405660.1	5001	433.692	5001	493.144	5001	1273.43	5001	7445.44	5001	310.352	5001	319.229	5001	185.539	5001	80.5387	5001	546.08	5001	933.495	5001	203.299	5001	698.166	5001	404.909
XM_015405661.1	1833	0	1833	0	1833	0	1833	0	1833	0	1833	0	1833	0	1833	0	1833	0	1833	0	1833	0	1833	0	1833	0
XM_015405662.1	969	0	969	0	969	0	969	0	969	0	969	0	969	0	969	0	969	0	969	0	969	0	969	0	969	0
XM_015405663.1	951	0	951	0	951	0	951	0	951	0	951	0	951	0	951	0	951	0	951	0	951	0	951	0	951	0
XM_015405664.1	629	2.42908	629	0	629	1.28121	629	0	629	0	629	0	629	0	629	11.9623	629	0	629	3.94023	629	0	629	0	629	0
XM_015405665.1	635	0	635	0	635	0	635	0	635	0	635	0	635	0	635	0	635	0	635	0	635	0	635	0	635	0
XM_015405666.1	446	0	446	0	446	0	446	0	446	0	446	0	446	0	446	0	446	0	446	0	446	0	446	0	446	0
XM_015405667.1	1830	0	1830	0	1830	0	1830	0	1830	0	1830	0	1830	0	1830	0	1830	0	1830	0	1830	0	1830	0	1830	0
XM_015405668.1	1364	0	1364	0	1364	0	1364	0	1364	0	1364	0	1364	0	1364	0	1364	0	1364	0	1364	0	1364	0	1364	0
XM_015405669.1	1782	0	1782	0	1782	0	1782	0	1782	0	1782	0	1782	0	1782	0	1782	0	1782	0	1782	0	1782	0	1782	0
XM_015405670.1	644	14.1278	644	3.69019	644	27.3103	644	31.2313	644	40.5387	644	26.7822	644	37.3955	644	157.165	644	33.6038	644	40.162	644	0	644	30.8852	644	70.5456
XM_015405671.1	1101	0	1101	0	1101	0	1101	0	1101	0	1101	0	1101	0	1101	0	1101	0	1101	0	1101	0	1101	0	1101	0
XM_015405672.1	1869	0	1869	0	1869	0	1869	0	1869	0	1869	0	1869	0	1869	0	1869	0	1869	0	1869	0	1869	0	1869	0
XM_015405673.1	2829	0	2829	0	2829	0	2829	0	2829	0	2829	0	2829	0	2829	0	2829	0	2829	0	2829	0	2829	0	2829	0
XM_015405674.1	1191	0	1191	0	1191	0	1191	0	1191	0	1191	0	1191	0	1191	0	1191	0	1191	0	1191	0	1191	0	1191	0
XM_015405675.1	875	26.3909	875	0	875	1.67902	875	2.42264	875	0	875	0.682732	875	0	875	1.44208	875	0	875	15.8215	875	0	875	3.53806	875	0
XM_015405676.1	834	0	834	0	834	0	834	0	834	0	834	0	834	0	834	0	834	0	834	0	834	0	834	0	834	0
XM_015405677.1	2381	0	2381	0	2381	0	2381	0	2381	0	2381	0	2381	0	2381	0	2381	0	2381	0	2381	0	2381	0	2381	0
XM_015405678.1	586	0	586	0	586	0	586	0	586	0	586	0	586	0	586	0	586	0	586	0	586	0	586	0	586	0
XM_015405679.1	276	5280.97	276	33.9232	276	20.2548	276	3.5347	276	0	276	0	276	0	276	3.95769	276	0	276	0	276	0	276	0	276	0
XM_015405680.1	719	0	719	0	719	0	719	0	719	0	719	0	719	0	719	0	719	0	719	0	719	0	719	0	719	0
XM_015405681.1	1125	0	1125	0	1125	0	1125	0	1125	0	1125	0	1125	0	1125	0	1125	0	1125	0	1125	0	1125	0	1125	0
XM_015405682.1	1995	0	1995	0	1995	0	1995	0	1995	0	1995	0	1995	0	1995	0	1995	0	1995	0	1995	0	1995	0	1995	0
XM_015405683.1	661	0	661	0	661	0	661	0	661	0	661	0	661	0	661	0	661	0	661	0	661	0	661	0	661	0
XM_015405684.1	534	0	534	0	534	0	534	0	534	0	534	0	534	0	534	0	534	0	534	0	534	0	534	0	534	0
XM_015405685.1	311	0	311	0	311	0	311	0	311	0	311	0	311	0	311	0	311	0	311	0	311	0	311	0	311	0
XM_015405686.1	344	0	344	0	344	0	344	0	344	0	344	0	344	0	344	0	344	0	344	0	344	0	344	0	344	0
XM_015405687.1	610	0	610	0	610	0	610	0	610	0	610	0	610	0	610	0	610	0	610	0	610	0	610	0	610	0
XM_015405688.1	2213	0.559693	2213	0	2213	0	2213	0	2213	0	2213	0	2213	0	2213	15.272	2213	4.16885	2213	6.59447	2213	2.71467	2213	0	2213	0
XM_015405689.1	969	10.611	969	0.739203	969	16.3191	969	20.89	969	0	969	7.27052	969	1.42884	969	49.1866	969	0	969	37.4566	969	0	969	26.6787	969	1.87328
XM_015405690.1	2730	0.894658	2730	0	2730	0	2730	0	2730	0	2730	0	2730	0	2730	18.1228	2730	0	2730	0.377324	2730	0	2730	0	2730	1.20498
XM_015405691.1	1962	0.318714	1962	0.99924	1962	31.9364	1962	0.964505	1962	0	1962	0	1962	0	1962	45.1925	1962	29.6178	1962	1.07123	1962	0	1962	2.86312	1962	9.41196
XM_015405692.1	3390	0	3390	0	3390	0	3390	0	3390	0	3390	0	3390	0	3390	0	3390	0	3390	0	3390	0	3390	0	3390	0
XM_015405693.1	2119	0.293239	2119	0	2119	0	2119	0	2119	0	2119	0	2119	0	2119	0.266655	2119	0	2119	0	2119	0	2119	0	2119	0
XM_015405694.1	675	0	675	0	675	0	675	0	675	0	675	0	675	0	675	0	675	0	675	0	675	0	675	0	675	0
XM_015405695.1	1230	0	1230	0	1230	0	1230	0	1230	0	1230	0	1230	0	1230	0	1230	0	1230	0	1230	0	1230	0	1230	0
XM_015405696.1	837	0	837	212.608	837	0	837	0.639456	837	0	837	0	837	0	837	0	837	0	837	0	837	0	837	0	837	0
XM_015405697.1	2172	131.06	2172	50.1326	2172	138.236	2172	48.818	2172	418.88	2172	180.969	2172	213.27	2172	100.237	2172	359.327	2172	146.071	2172	159.223	2172	163.053	2172	142.748
XM_015405698.1	1061	40.0423	1061	7.97011	1061	29.3	1061	5.29311	1061	17.3655	1061	0	1061	0	1061	287.326	1061	37.2262	1061	4.21877	1061	0	1061	0	1061	16.8736
XM_015405699.1	1834	1.37203	1834	0.358466	1834	0.716263	1834	1.81664	1834	0	1834	3.27359	1834	0	1834	7.4796	1834	0	1834	4.60704	1834	0	1834	5.38823	1834	4.6003
XM_015405700.1	531	0	531	0	531	0	531	0	531	0	531	0	531	0	531	0	531	0	531	0	531	0	531	0	531	0
XM_015405701.1	6657	1.94882	6657	22.405	6657	8.02248	6657	1.13875	6657	8.49933	6657	3.56776	6657	6.77571	6657	9.37644	6657	0	6657	12.0208	6657	11.0553	6657	16.6338	6657	4.07612
XM_015405702.1	3044	114.032	3044	102.717	3044	220.886	3044	164.358	3044	457.709	3044	202.542	3044	312.729	3044	219.52	3044	410.705	3044	215.454	3044	200.429	3044	210.332	3044	370.86
XM_015405703.1	1810	387.812	1810	133.465	1810	101.737	1810	132.959	1810	405.142	1810	275.9	1810	231.52	1810	300.967	1810	165.333	1810	110.981	1810	58.885	1810	131.953	1810	169.849
XM_015405704.1	1561	88.4733	1561	138.688	1561	204.153	1561	117.78	1561	57.8343	1561	64.5247	1561	60.2333	1561	190.7	1561	100.045	1561	53.4958	1561	108.606	1561	44.0278	1561	53.7084
XM_015405705.1	3564	0	3564	0	3564	0	3564	0	3564	0	3564	0	3564	0	3564	0	3564	0	3564	0	3564	0	3564	0	3564	0
XM_015405706.1	3525	0	3525	0	3525	0	3525	0	3525	0	3525	0	3525	0	3525	0	3525	0	3525	0	3525	0	3525	0	3525	0
XM_015405707.1	3294	0.733921	3294	0.575277	3294	0	3294	0	3294	0.514844	3294	0	3294	0	3294	1.17009	3294	0	3294	0.620073	3294	0	3294	0	3294	0
XM_015405708.1	2867	95.1403	2867	20.4191	2867	42.2855	2867	14.6175	2867	14.2769	2867	24.065	2867	21.4117	2867	45.4439	2867	33.3278	2867	15.054	2867	11.883	2867	8.61404	2867	32.6205
XM_015405709.1	1671	0	1671	0	1671	0	1671	0	1671	0	1671	0	1671	0	1671	0.344939	1671	0	1671	0	1671	0	1671	0	1671	0
XM_015405710.1	2666	29.588	2666	0	2666	5.50063	2666	0	2666	0	2666	0.199811	2666	0	2666	77.6722	2666	88.2008	2666	0	2666	0	2666	0	2666	25.9443
XM_015405711.1	1426	0	1426	0	1426	0.473689	1426	0	1426	0	1426	0	1426	0	1426	0	1426	41.8317	1426	0	1426	0	1426	0	1426	0
XM_015405712.1	1566	2.44888	1566	0.853066	1566	5.11764	1566	5.86811	1566	36.1627	1566	8.47905	1566	21.675	1566	11.4833	1566	13.5951	1566	27.3381	1566	29.5168	1566	15.5386	1566	21.8453
XM_015405713.1	1204	0	1204	0	1204	0	1204	0	1204	0	1204	0	1204	0	1204	0	1204	0	1204	0	1204	0	1204	0	1204	0
