GeneName	ALA_eye_FPKM	ALA_vno_FPKM	ALA_tailA2_FPKM	ALAjuv_tailA2_FPKM	ALAjuv_tailB5_FPKM	ALAjuv_body_FPKM	ATEN_tailA2_FPKM	ATEN_tailB5_FPKM	ATEN_body_FPKM	NSC_vno_FPKM	BRH_vno_FPKM	HMAJ_heart_FPKM	HMAJ_testis_FPKM
L345_10253	7.05	11.02	1.02	1.4	0	0.66	0	1.42	0	6.89	18.93	10.75	14.02
THRAP3	15.61	11.49	3.4	15.14	10.06	13.99	22.97	16.66	25.19	21.59	18.55	6.22	5.45
PLA2G4D	0.11	0	0	24.63	25.1	25.86	73.69	3.97	1.16	0	0	0	19.02
traf3ip1	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM78A	2.59	0	0	0.49	0	0	0	0	0	2.41	12.38	4.94	775.79
Ppapdc3	21.82	1.61	0.52	1.43	8.14	0	0	0.73	0	8.62	0	27.52	4.42
PRRC2B	0	0	0	0	0	0	0	0	0	0	0	0	0
samm50	124.85	147.12	67.03	19.71	63.26	45.82	48.53	58.4	59.94	27.5	59.43	199.49	75.82
Prrc2b	0	0	0	0.92	0	0	0	0	0	0	0	0	0
PRRC2B	4.27	0.54	1.13	9.6	3.24	4.56	10.75	3.43	11.77	13.15	0	1.18	0.43
Pomt1	2.24	0	1.27	1.95	0	7.16	0	1.78	0	0	0	0	0.45
TNKS1BP1	16.08	20.34	26.05	55.06	26.09	36.23	38.64	37.83	56.8	106.21	43.21	21.21	4.44
APLNR	3.73	0	0.35	11.35	0	12.38	0	0.74	2.48	0	0	0.92	0
LRRC55	60.89	2.11	0	0.42	0	0	0	0	0	0	0	9.59	0
Tmprss15	0.13	0	0	0	0	0	0	0	0	0	0	0	0.92
CHODL	0	0	0	0	0	0	0	0	0	0	0	0.53	3.83
TG	6.76	0.28	0.47	0.28	0	0.88	0	0	0	0.18	0	0.47	4.02
Sla	1.23	0	0	0	0	0	0	0	0	0	0	3.12	0
PARVB	9.69	6.29	1.11	3.42	8.8	0.97	0	0.78	0	4.5	0	104.8	3.52
SEC23A	20.01	17.01	5.19	13.37	8.88	9.8	17.98	8.34	13.61	16.75	9.77	7.46	18.79
Tsen34	14.64	4.47	2.88	4.86	0	3.74	10.9	5.39	2.02	13.07	0	41.31	13.26
Grwd1	44.53	40.3	144.15	48.73	21.43	43.53	95.28	233.13	143.08	21.54	29.16	28.28	10.06
GRIN2D	1.05	0.39	0	0	0	0	0	0	0	0	0	0	0.09
Ednra	11.48	4.51	2.91	2.23	0	0	17.09	1.36	6.8	10.99	0	1.28	1.03
TMEM184C	67.29	18.21	24.46	9.44	9.61	5.72	22.16	10.62	17.14	9.61	54.84	10.35	20.26
PRMT10	29.9	30.42	28.1	7.21	7.93	8.4	22.04	16.03	27.77	21.36	52.35	9.88	55.77
ARHGAP10	3.47	0	4.23	0	0	0	0	9.31	0	0	0	5.6	4.45
CNTNAP2	15.6	5.16	0	0	0	0	0	0	0	0	0	0	10.64
Cul1	25.57	23.28	8.69	12.42	18.38	14.95	31.95	17.63	17.34	17.18	27.63	39.71	85.57
L345_01029	0	0	0	0	0	0	0	0	0	0	0	0	0
EZH2	6.51	59.73	57.08	13.15	23.75	30	36.3	78.53	77.74	26.52	38.2	11.03	105.26
igf2bp3	0.41	0	1.05	15.66	3.42	21.32	19.81	4.98	24.63	0	0	0	0
QNR-71	170.31	28.44	54.76	55.51	23.24	42.09	151.57	21.83	214.24	11.46	11.7	27.4	2.9
NUPL2	2.76	0.51	3.28	1.83	1.31	2.59	11.79	2.79	1.87	12.53	0	18.63	18.44
Klhl7	27.08	4.46	5.76	11.9	1.79	1.2	9.11	10.36	15.42	12.58	0	6.35	4.07
Lama5	1.04	0.47	0.9	3.64	0	0	0	0.43	3.43	0	15.76	1.19	0.32
DNTT	0	0	0	2.42	0	3.41	0	0.74	0	0	0	0	0
CD82	113.8	20.08	62.12	117.84	34.69	61.11	14.12	40.75	34.04	57.58	87.03	67.68	15.46
gnas	35.68	6.13	17.56	66.05	26.01	50.95	70.07	40.43	49.49	94.55	84.57	18	15.85
TH1L	84.75	33.21	15.21	9.74	4.46	7.04	17.82	21.15	33.36	14.64	47.85	21.58	29.05
spa	0	0	0	0	0	0	0	0	0	0	0	0	0
CTSZ	16.15	36.24	8.75	169.83	105.47	130.7	17.34	19.73	13.36	89.14	0	46.32	7.75
L345_10289	15.19	7.14	8.18	16.52	9.28	18.63	0	4.2	4.04	1.18	0	7.78	138.5
ATP5E	110.7	113.87	122.69	39.94	0	6.19	33.42	94.72	68.64	7.3	0	196.26	51.14
SLMO2	41.92	37.89	14.67	31.15	0	27.47	43.92	23.31	41.47	83.19	39.4	9.7	141.39
aurkb-b	0.59	0	0.52	0.96	0	4.73	1.31	0	0	13.39	0	0	0.55
L345_10296	0	0	0	0	0	0	0	0	0	0	0	0	0
Baiap2l1	1.72	10.77	20.85	30.13	18.02	45.5	85.02	33.42	41.84	48.64	345.33	0	14.14
I3	92.27	296.84	100.27	35.45	0	76.49	0	15.03	0	0	0	101.24	24.76
Tecpr1	7.92	1.2	0.62	0.88	0	0.62	0.41	0.22	2.7	12.51	0	0	0
Bhlha15	4.71	1.58	0	1.8	0	0	0	2.74	0	164.19	35.92	0	0
L345_00103	16.79	3.51	11.69	8.4	5.25	16.81	0	2.93	0	29.32	5.36	8.48	11.22
L345_01031	0	0	0	0	0	0	0	0	0	0	0	0	0
Hace1	35.17	19.2	14.13	7.33	6.11	13.39	6.55	15.67	16.67	14.38	33.95	6.68	14.48
Diras2	228.37	28.49	0	1.43	0	0	0	0	0	0	0	29.63	0.85
L345_10303	0	0	0.27	10.29	0	4.62	2.08	1.15	0	0	0	0	0
RNASEL	66.85	2.39	18.64	12.43	4.53	10.05	10.78	5.53	1.98	15.11	11.62	12.67	2.55
Rgs8	305.23	0	0	0	0	0	0	0	0	0	0	0	3.77
L345_10306	0	0	0	0	0	0	0	0	0	0	0	0	0
ncm	0	0	0	0	0	0	0	0	0	0	0	0	0
AKR1B1	115.8	101.84	67.46	58.31	50.15	73.98	16.04	41.97	49.67	87.04	0	35.7	105.22
BPGM	211.89	86.04	31.87	12.57	0	13.48	10.98	12.25	12.25	5.78	0	35.62	8.17
L345_10310	0.52	1.6	0	0	0	0	2.64	2.43	0	0	0	18.62	0.73
BNC2	2.8	0.81	4.42	14.39	7.71	14.63	17.84	16.96	27.78	1.41	0	0.17	3.18
TBX20	1.45	0.59	0	0	0	0	0	0	0	0	0	203.7	2.83
FAM5C	0	0	0	0	0	0	0	0	0	0	0	1.77	0
L345_10313	0.34	0.69	9.72	27.4	5.37	27.62	5.19	8.38	18.46	14.67	29.83	0.58	4.7
RPL30	0	0	0	1.73	0	3.25	0	0.88	0	0	0	0	0
znf395	4.15	0.74	6.2	9.4	1.93	7.6	7.45	4.94	20.24	2.57	0	0.95	0.25
ZNF704	2.25	0	4.07	4.3	0	0	0	6.08	6.53	2.02	0	2.69	0
Zbtb46	10.7	31.74	0.18	0.51	3.31	0	0	1.56	1.05	6.72	3.51	5.02	10
GREM2	5.53	1.61	3.12	48.54	0	5.15	0	0	0	0	0	0	0
FMN2	6.04	0.96	0	0.07	0	0	0	0	0	0.96	0	0	8.65
PDLIM3	22.18	10.76	10.04	18.39	66.63	27.61	28.6	9.22	11.69	50.85	161.04	112.55	19.56
GTF2A1L	0.44	4.22	0	0	0	0	0	0	0	0	0	1.03	412.61
SORBS2	37.8	1.29	0.18	0.26	0.95	0	5.13	0.2	0.4	5.03	3.16	70.37	3.13
Srfbp1	44.33	23.95	16.77	13.86	7.24	10.1	26.22	7.04	21.58	35.89	7.54	19.52	14.25
LOX	62.24	37.73	16.1	40.39	21.02	14.71	0	11.89	0	4.52	0	2.61	1.4
ZNF474	0	2.22	0	0	0	0	0	0	0	14.22	149.54	0	86.37
L345_10325	0	0	0	0	0	0	0	0	0	0	0	0	0
L345_10326	0.16	0.31	0.6	0.57	2.45	1.87	0	0	0	0.31	0	0.27	5.98
SPATA18	0.87	0.59	0	1.06	0	1.49	0	2.15	0	2.89	41.34	0	31.87
SGCB	52.1	16.66	2.39	6.26	23.67	11.97	4.05	2.52	3.94	4.84	31.92	16.31	7.18
DCUN1D4	130.1	29.49	29	31.06	53.31	21.01	43.16	25.33	48.72	59.67	93.42	35.22	59.57
Ociad2	14.18	20.68	35.79	10.49	43.51	12.47	16.54	12.62	26.89	6.35	0	28.89	50.85
STON1	46.53	4.31	6.84	6.79	6.39	8.38	2.42	2.52	5.08	32.05	0	7.58	4.32
Ociad1	119.52	244.01	167.38	57.26	59.44	42.92	70.55	111.94	61.74	138.25	0	561.58	158.25
Sbno2	1.15	0.23	0.74	6.28	0.9	3.16	0.39	0.32	2.36	4.13	0	0.39	0.47
GPX4	587.45	1649.33	108.75	116.77	72.7	143.29	144.77	138.71	152.09	141.53	108.23	154.35	601.12
POLRMT	9.38	0	8.14	3.33	0	2.94	4.57	12.38	13.36	8.9	0	4.78	0.96
ADAMTS17	0	0	0	0	0	0	0	0	0	0	0	0	0
CERS3	0	0.89	0	1.57	0	0	42.73	0	0	0	0	0	0
LINS	3.94	3.38	1.24	6.17	9.82	7.9	8.18	3.35	12.17	9.89	0	9.87	20.48
ASB7	7.2	0	1.01	5.57	0	3.28	0	0.71	3.54	0.76	0	0	6.97
DLK1	30.13	19.55	8.17	36.12	58.17	69.76	23.53	9.17	22.33	31.88	20.21	57.96	2.36
AMPH	255.82	47.07	3.66	1.06	0	0	0	0.81	0	8.69	0	0	0
PPP1R21	12.43	2.37	2.18	2.87	2.65	1.74	0	4.37	0	11.79	0	5.48	1.16
STARD3NL	13.75	26.82	12.8	8.13	0	3.82	0	4.13	6.17	10.02	0	40.85	62.3
SCG3	71	0	0	0.8	0	0	0	0	0	0	0	0	0
Scg3	232.53	8.82	0	0	0	0	0	0	0	0	0	0	1.01
L345_10344	0	0	0	0	0	0	0	0	0	0	0	0	0
AP4E1	13.08	2.92	8.64	9.2	2.67	6.01	7.87	8.09	14.12	4.94	0	21.86	16.97
TNFAIP8L3	0.9	3.86	0	0	0	0	0	0	0	4.89	0	2.2	0.88
CYP19A1	0.1	0	0	0	0	0	0	0	0	0	0	0	0.55
Gldn	7.63	4.77	0	7.7	7.8	7.44	1.11	0	3.71	0	20.63	2.9	1.4
DMXL2	25.87	2.71	0.57	2.42	0.31	0.46	1.21	0.41	0.78	0.95	0	2.5	0.08
NBN	23.56	14.43	40.47	26.62	20.84	24.52	28.38	22.78	27.14	53.93	12.18	12.29	23.46
FOXN2	3.21	1.01	2.83	9.61	14.98	12.74	8.52	1.4	11.29	5.38	0	0.58	0.69
OSGIN2	20.02	5.5	0.35	0.11	5.07	0.95	1.56	1.02	2.75	1.84	0	0.31	10.91
RIPK2	13.76	57.15	45.46	113.55	86.8	94.45	78.51	47.74	60.23	75.22	83.56	14.89	7.36
L345_10353	15.52	3.89	4.17	4.42	0	0	0	2.38	4.78	3.85	18.65	1.1	13
L345_10355	0	0	0	0	0	0	0	0	0	0	0	0	0
L345_10354	0	0	0	0	0	0	0	0	0	0	0	0	0
Wdr64	0.44	0.22	0	0	0	0	0	0	0	0	9.49	0.37	51.61
EXO1	5.96	0.99	0.51	0.12	0	0	13.85	4.71	8.75	4.38	0	0.34	5.3
MAP1LC3C	1.61	0	0	2.7	0	0	0	0	0	0	0	2.12	0
PCMTD1	64.02	11.87	16.6	52.56	54.15	34.56	17.08	7.14	12.85	74.61	63.23	14.99	108.66
L345_10360	0	0	0	0	0	0	0	0	0	0	0	0	0
FBXO11	136	158.78	38.78	81.33	99.23	85.55	101.71	77.23	108.49	118.48	284.6	56.98	58.94
CCDC85B	0	0	0	0	0	0	0	0	0	0	0	0	0
MTHFD1L	1.64	0.24	6.39	1.91	0	0.63	11.89	4.15	12.21	25.64	0	1.03	3.64
LDB1	59.42	11.04	22.88	35.48	5.58	37.53	15.14	22.19	36.65	26.54	90.01	12.27	2.63
PPRC1	5.31	20.52	11.39	6.73	3.89	9.27	52.02	44.83	57.91	33.18	58.93	4.9	9.74
LCORL	0	0	0	0	0	0	0	0	0	0	0	0	0
LCOR	1.24	0.62	1.59	1.31	0	0	6.25	0.29	0.29	0	0	0.26	3.81
L345_10364	4.72	1.02	1.74	4.07	1.94	0.88	2.32	0.84	5.2	7.03	1.78	0.96	26.7
SLIT1	78.23	44.75	0	0	0	0	0	0	0	1.45	0	5.27	11.45
RABEP1	36.51	0	0	0	0	0	0	0	0	0	0	0	10.12
Rabep1	28.59	0	14.31	26.7	0	0	13.17	0	46.92	0	0	14.19	7.53
MSH6	33.23	30.4	22.78	14	30.29	15.5	56.68	33.71	51.11	28.69	93.01	14.11	18.1
Rabl5	55.2	110.36	51.26	8.44	26.93	11.91	24.57	56.52	55.92	80.3	228.44	106.55	639.88
PFN4	0	13.1	0	0	0	0	0	0	0	0	0	0	147.37
PEX6	30.5	32.47	13.93	9.27	9.44	8	5.35	9.57	11.62	12.25	34.59	40.27	15.77
PPP2R5D	74.98	14.33	25.86	19.27	9.19	25.83	33.67	24.42	48.41	31.38	34.19	55.02	0.96
MEA1	119.49	134.1	156.27	94.23	55.96	69.72	71.06	106.47	75.44	46.45	51.36	67.41	131.22
CDH19	0.35	0.2	0.02	0.08	0.08	0.26	0.03	0.06	0	0.16	0.59	0.03	0
L345_10377	0.14	0	0	0	0	0	0	0	0	0	0	0	13.94
FBLN1	99.13	24.11	13.73	20.74	2.74	10.39	11.79	12.68	5.85	24.8	0	9.67	10
atxn10	47.97	61.76	102.88	33.37	59.06	46.47	25.57	59.43	49.93	23.2	3.94	255.48	72.3
polb	0	0	0	0	0	0	0	0	0	0	0	0	0
Vgll4	33.6	13.57	24.05	33.49	0	31.56	42.87	21.39	39.83	33.35	50.08	18.79	180.72
arhgap32	0	0	0	8.48	0	0	0	0	0	0	0	0	0
arhgap32	12.04	19.62	1.67	106.16	13.07	49.9	16.54	2.86	18.19	20.57	0	0.26	3.34
Kcnj5	24.4	38.66	0	0.26	0	0	0	0	0	0	0	0	0
KCNJ1	0	39.52	0	0	0	0	0	0	0	16.52	0	0	0.37
FLI1	8.85	2.12	1.02	17.12	11.57	11.21	18.36	15.45	15.03	26.57	0	3.61	0.72
L345_10384	1.16	3.58	0.23	1.73	0	0	0	0.66	0	12.79	22.19	0.3	2.69
NCKAP5	7.72	0.21	0.68	1.62	0.98	1.92	0.36	0	0.8	5.42	11.36	0.99	3.04
L345_10388	46.65	80.38	74.54	58.39	4.75	79.09	6.05	151.13	44.23	51.68	0	103.04	76.37
ARFGEF2	13.69	4.26	3.36	21.52	10.01	16.47	8.96	2.84	6.29	11.3	5.82	3.13	8.41
CSE1L	68.08	71.85	29.29	22.83	8.16	18.7	75.38	48.01	45.93	38.16	85.98	23.38	23.8
ATG7	24.16	18.06	17.98	18.82	17.58	10.51	20.56	15.65	20.86	15.05	2.54	12.24	28.66
STAU1	119	57.19	54.05	22.29	32.73	18.77	37.9	49.72	53.78	66.32	43.84	169.21	29.99
L345_10392	1.81	0.4	2.08	1.95	0	0	5.41	0.74	0	2	0	0.34	1.38
NPHP4	1.64	1.19	0	0.18	0	0.77	0	0	0	1.78	0	5.58	41.4
ZC3H18	0	0	0	0	0	0	0	0	0	0	0	0	0
ajap1	28.86	0	0	0	0	0	0	0	0	0	0	0.51	1.64
myd88	2.32	0	3.51	21.98	0	0	0	5.58	8.74	19.27	0	0	0
OXSR1	10.72	2.49	2.68	35.56	41.47	52.42	75.56	18.88	96.66	26.74	8.98	5.31	9.1
SLC22A14	1.76	1.62	0.52	5.75	0	0	0	13.5	3.65	22.05	0	1.38	1.11
ACBD6	106.68	23.04	33.76	271.79	188.4	173.95	152.49	62.78	74.16	31.71	442.21	13.13	36.83
NUMB	40.73	15.75	13.32	56.51	26.87	40.72	46.62	23.97	52.51	51.47	2.94	7.41	7.4
SEC16B	0.07	0	0.17	1.15	0	0.46	0	0	0	0	10.12	0	0.18
L345_01043	0.83	0.63	0.41	0.38	0	0	0	0	0	3.1	0	0	0
PAPLN	1.87	3.71	33.42	157.56	107.79	156.19	47.96	126.9	160.43	21.18	23.89	3.16	49.87
CNNM1	55.74	1.04	0	0.16	0	0.45	0	0	0	1.82	0	10.21	3.21
GOT1	716.16	84.85	25.74	38.1	18.59	24.46	53.8	33.34	51.72	109.66	103.74	780.7	20.59
CD69	0.82	0	0	0	0	0	0	0	0	6.72	0	1.55	0
CLEC2D	31.59	17.83	2.47	11.78	0	6.22	19.85	9.53	2.23	48.4	0	40.26	2.62
Clec2f	5.37	12.03	28.74	3.49	5.91	2.95	3.77	10.1	6.35	3.44	0	110.98	9.06
CLEC2D	0	0	0	0	0	0	0	0	0	2.48	0	0	0
L345_10406	0	0	0	0	0	0	0	0	0	0	0	0	0
gli1	0.11	0.29	0.28	1.25	0	1.01	0	0	0	0	5.54	0	0.1
ARHGAP9	0.66	0.26	0.17	0.8	0	0	0	0	0	3.14	0	1.34	1.8
PRKG1	3.64	0.55	0.35	1.64	4.93	0.46	0.91	0.75	0	0	0	0.47	0.38
mars	45.8	17.49	16.9	17.14	15.5	10.48	38.16	46.26	32.45	26.42	5.43	7.15	141.49
L345_10412	20.48	0.85	0	0	0	0	9.59	6.5	4.59	0	0	2.9	0
PPM1K	35.25	1.34	2.16	33.86	16.2	20.83	16.41	5.46	0	17.68	0	7.99	3.66
L345_10414	0	0	0	0	0	0	0	0	0	0	0	0	0
L345_10415	0.55	0	0	0.67	0	0	0	1.03	0	0	0	0	0
KLHL1	0	0	0	0	0	0	0	0	0	0	0	0	0
KLHL1	1.15	0	0	1.12	0	0.4	0	0	0	0.46	0	0	0.96
L345_10418	15.22	9.82	2.88	7.89	0	7.42	0	3.6	14.41	6.91	0	0.76	0
Sgpl1	44.48	106.15	70.09	401.35	178.92	263.67	66.63	65.13	70.64	71.19	44.99	18.48	9.55
PCBD1	6.37	2.7	0	10.26	0	0	0	3.35	0	0	0	27.86	3.71
DKK1	2.46	4.47	0	0	0	8.67	0	0	0	0	0	3.83	0
RCOR1	4.24	0	1.84	7.73	6.77	5.26	1.58	0.44	6.57	0	0	0.81	7.17
Traf3	1.17	1.08	1.16	0.44	0	1.23	2.41	0.33	2	0	0	0	0.99
Adra1a	14.14	0	0	0	0	0	0	0	0	3.68	33.14	0.7	1.13
DPYSL2	60.53	3.78	0	1.27	0	3.58	0	0.19	1.16	10.81	0	0.36	0.57
BNIP3L	139.73	10.44	13.48	128.18	54.48	72.31	51.36	15.81	18.55	15.05	33.89	9.81	62.22
PPP2R2A	47.32	30.52	75.15	64.31	58.84	66	157.5	64.4	84.87	64.37	55.02	20.9	2.24
MIB2	20.19	4.77	3.25	13.46	4.78	14.48	11.37	13.37	11.51	10.92	0	8.61	53.8
Golim4	46.99	8.84	5.85	10.59	14.91	13.26	8.54	9.94	13.9	27.99	8.69	26.66	2.25
Actrt2	0.41	0.56	0.36	0.33	0	0	0	0	0	0	0	1.42	990.08
L345_10430	26.62	14.08	12.48	52.25	27.81	38.66	14.48	11.22	21.44	21.9	0	13.5	32.93
Srst	0	0	0	0	0	0	0	0	0	0	0	0	0
SSU72	17.75	27.68	16.82	58.56	76.63	71.73	36.29	40.31	17.25	55.06	43.21	13.8	33.6
L345_10428	43.33	0	0	0	0	0	0	0	0	0	0	0	0
atad3-a	44.73	51.19	41.84	33.27	0	0	213.74	322.89	123.54	44.75	0	82.95	39.6
L345_10437	1.69	7.53	0	2.12	11.08	0	0	0.81	9.55	24.34	0	0	110.97
L345_10440	2.15	0	0	0	0	0	0	0	0	0	0	0	0
L345_10438	0.4	0	0.26	0.49	0	0	0	0.55	0	2.39	0	0	8.54
Gabrd	4.55	0	0	0	0	0	0	0	0	0	0	0	0
L345_10434	0.1	0.13	0	0	0	0	0	0	0	0	0	0.11	0
Prkcz	37.74	6.39	4.11	11.47	17.83	12.18	9.38	13.1	16.82	25.49	13	3.31	3.04
ralyl	123.58	1.73	0	0	555.98	79.67	335.47	0.74	0	0	238.12	5.91	4.73
Pcdh15	12.98	0.91	0	0	0	0	0	0	0	0	1.42	4.05	0
SNX10	26.8	2.92	1.41	29.5	17.62	12.25	5.94	1.65	3.31	15.68	22.06	1.25	5
CBX3	228.43	155.68	102.15	82.29	153.06	168.37	550.41	167.88	298.29	61.16	50.35	59.12	20.31
HNRNPA2B1	70.45	477.88	52.38	73.21	48.81	73.04	172.94	175.27	147.55	33.3	79.58	164.06	165.2
Nfe2l3	111.66	86.88	58.7	32.08	9.74	22.24	34.04	52.97	42.91	31.49	0	52.77	8.04
RRM2	2.51	43.72	36.68	10.68	0	5.61	126.3	167.54	137.23	32.58	28.07	2.6	42.45
BMP3	3.68	2.4	18.56	72.05	7.68	11.14	6.9	20.48	53.13	4.71	0	0.51	0
Prkg2	18.72	0	0	0.21	0	0	0	0	0	2.08	0	0	0.48
TFAP2D	14.44	0.42	0	0.75	0	0	3.47	4.2	1.92	9.06	11.56	0	0.28
Wnt6	5.23	11.04	7.11	2.71	0	0	0	2.06	8.27	5.09	0	0	15.11
Pdhb	251.42	249.05	121.61	102.07	71.09	105.87	44.75	117.88	106.41	51.73	126.91	376.91	51.9
PECAM1	8.5	1.54	7.76	22.75	18.16	21.84	29.92	6.41	16.99	13.57	3.21	36.9	0.53
KCTD6	3.97	1.19	0.74	0.81	0	0.46	0	0.77	0	0.97	1.05	0.31	3.45
ACOX2	1.7	0.28	1.2	2.71	0.64	2.46	0.95	0.23	0.65	1.88	2.62	9.15	0.52
L345_10451	253.43	4.43	0	6.13	0	0	0	4.67	0	241.91	0	5.7	13.67
PFKFB4	9.38	9.23	5.72	13.03	4.45	5.85	35.58	8.66	8.56	34.31	30.78	1.16	18.71
PRKCD	29.13	14.68	14.2	47.68	24.66	24.14	19.64	18.16	15.17	56.15	76.89	3.41	0.46
CALCR	0.19	0.39	0	0.23	0	0.33	0	0	0	0	0	0	0
Rars	65.76	11.12	46.9	24.01	58.91	25.22	178.92	75.47	29.09	14.8	0	38.18	19.07
WWC1	22.99	0.91	4.49	17.34	10.43	11.16	24.34	4.59	18.1	31.53	29.64	3.1	0.83
ODZ2	6.64	0.18	0	0.11	0	0	0.95	0	0	3.81	2.34	0	0.25
L345_10460	0	0	0	0	0	0	0	0	0	0	0	0	0
POLG2	14.48	89.88	31.2	4.93	7.92	8.13	19.18	21.92	25.73	12.84	37.67	10.61	8.05
L345_10461	20.47	0	3.37	0	0	0	0	0	0	0	0	35.61	0
LINGO1	2.91	1.19	7.3	38.75	11.71	30.5	1.51	11.03	6.67	1.49	0	0.76	0
L345_10464	87.47	0	0	0.96	0	0	0	0	0	0	0	0	0
TDRKH	8.82	7.41	0.89	0.84	0	0	0	2.33	0	3.66	0	1.58	20.6
OAZ3	0.92	10.35	1.34	0	0	0	0	0	0	0	0	0	5609.18
MRPL9	54.87	195.44	55.68	27.41	15.88	40.02	33.05	73.26	32.58	54.21	0	82.36	102.64
CNGB1	0	0	0	0	0	0	0	0	0	0	0	0	0
CELF3	66.42	6.19	0	0.93	0	0	0	0	0	0.51	0	1.32	2.83
CHRNA7	2.98	0	0	0.6	0	0	0	0	0	0	0	0.43	0
SIPA1L1	19.23	6.07	10	31.4	15.01	12.95	14.64	6.53	24.93	21.13	38.41	2.45	3.31
DDX5	946.22	1413.54	213.8	202.83	119.66	179.12	587.63	504.7	266.94	772.63	1874.93	374.23	817.22
Gabrb2	19.55	0.73	0	0	0	0	0	0	0	0	0	0	1
Ncor2	20.2	16.09	6.51	47.18	0	31.55	23.74	5.99	11.81	7.39	0	10.34	63.42
L345_10473	3.46	12.14	28.76	150.74	73.9	144.44	22.99	31.96	74.11	10.22	0	0	3.7
L345_10474	31.53	8.08	1.31	1.13	0	4.75	0	0.86	0	48.19	122.64	1.73	0
TYRP1	281.47	5.27	0	7.23	0	0	13.57	3.56	142.47	1.05	0	0	0
PLEKHG3	1.37	0	0	3.35	0	1.77	0	0.64	0	0	0	0.6	0.96
NOP9	0.09	0	0	0	0	0	0	0	0	0	0	0	0
L345_10483	0	0	0	0	0	0	0	0	0	0	0	0	0
L345_10481	0	0	0	0	0	0	0	0	0	0	0	0	0
SUPT5H	16.84	25.62	6	25.44	9.2	24.63	19.8	63.09	39.46	28.97	71.93	40.32	41.17
CEP95	3.36	0	1.88	3.34	0	0	0	1.91	0	0	0	2.49	1.99
TIMM50	33.13	65.06	83.02	24.92	18.05	30.02	14.35	109.21	49.91	26.76	41.73	80.18	40.05
dlb	0	0	0	0.81	0	0	0	0	0	0	0	0	0
dlc	1.04	0	0	1.32	0	0	0	0	0	6.49	0	0	0
CHP2	0.14	0.29	0	0.35	0	0	0	0	0	0	0	0	0
BCHE	3.66	0.78	0.5	0.94	0	0	0	0	0	0.77	15.6	0.33	0.27
MED12L	2.63	14.06	0	0	0	0	0	0	0	0	0	0	1.2
CLRN1	2.05	1.08	0	0	0	0	0	0	0	0	0	0	0
L345_10488	0.3	0	0	0	0	0	0	0	0	0	0	0	0.42
SIAH2	29.57	14.94	9.07	4.66	6.62	3.65	7.06	4.34	0	14.47	0	2.25	18.65
L345_10489	3.95	26.55	0	0	0	1.89	0	0	1.71	14.28	101.71	0.31	103.2
CEP95	2.61	0	1.6	2.87	0	0	3.87	4.37	0	0	0	2.12	3.39
SELT	75.67	71.29	16.09	32.94	31.66	51.62	70.27	27.96	42.59	82	309.4	9.93	6.82
BMP4	9.58	16	0.29	1.87	0	0	0	1.22	0	9.67	0	5.3	1.83
KCNQ2	3.47	9.37	0	0	0	0	0	0	0	0	0	0	9.29
Igdcc4	1.05	0.69	0	0	0	0.3	0	0	0	0	0	0.89	3.92
Rrbp1	0	0	0	0	0	0	0	0	0	0	0	0	0
CNGB1	0	0	0	0	0	0	0	0	0	0	0	0	0
L345_10497	0	0	0	0	0	0	0	0	0	0	0	0	2.07
SH3RF1	6.14	0.41	7.97	9.68	13.04	12.11	23.84	3.83	24.15	8.68	7.77	0.53	3.95
Nek1	22.79	16.47	13.51	10.19	9.65	7.63	23.17	13.01	9.63	12.31	73.56	10.21	9.57
L345_10502	2.92	0	0	0	0	0	0	0	0	0	0	0	0
Sec16b	0.71	0	0	2.63	0	13.57	0	0	0	0	0	0	1.05
Cep95	11.87	24.49	10.15	9.41	11.96	14.78	15.36	10.36	14.92	10.31	44.48	10.44	37.52
ZFP161	16.6	1.63	1.4	6.2	0	5.07	5.39	2.73	8.48	16.08	0	3.71	0.75
EPB41L1	81.36	0.84	0.41	1.41	0	0	2.87	0.59	3.36	32.94	8.6	30.54	11.12
Srst	0	0	0	0	0	0	0	0	0	0	0	0	0
Srst	0	0	0	0	0	0	0	0	0	0	0	0	0
TPI1	0	0	0	0	0	0	0	0	0	0	0	0	0
HCN2	3.13	2.25	0	0	0	0	0	0	0	0.64	0	1.37	2.42
POLRMT	21.25	16.37	24.73	10.49	6.99	15.66	13.77	43	38.91	26.01	2.94	17.96	29.08
TMEM194B	2.95	3.82	0.27	0.26	0	0	3.54	4.09	10.18	5.04	0	1.08	5.22
MFSD6	10.37	4.85	1.56	11.22	6.05	9.82	7.4	2.59	6.12	96.75	16.71	0.83	52.48
L345_10512	2.31	0	0	0	0	0	0	0	0	4.73	0	0	1.16
SMURF2	23.54	14.07	8.12	47.01	16.9	12.41	7.22	7.36	7.37	7.22	13.4	7.58	3.55
L345_10510	1.78	4.64	0	1.64	0	2.31	0	1.25	4.98	0	38.65	2.38	0
L345_10511	0	0	0	0	0	0	0	0	0	0	0	0	0
VEZF1	0	0	0	0	0	0	0	0	0	0	0	0	0
Gsdma	5.81	2.26	2.62	2.17	0	0.77	0	0.41	0	3.12	0	3.08	0
RAD26L	1.36	0.84	2.17	0.51	0	0	1.4	0.77	1.94	2.92	7.8	1.43	0.86
