gene0	NDEL1
gene1381	Ralyl
gene1382	PPM1L
gene1383	ARL14
gene1384	KPNA4
gene1385	TRIM59
gene1386	smc4
gene1387	Ift80
gene1388	L345_01391
gene1389	NLRP1
gene1390	SCHIP1
gene1391	SCHIP1
gene1392	Cd44
gene1393	Slc1a2
gene1394	PAMR1
gene1395	Sdc1
gene1396	PUM2
gene1397	SLC7A9
gene1398	RHOB
gene1399	HS1BP3
gene1400	gdf6a
gene1401	L345_01402
gene1402	ADAM23
gene1403	MDH1B
gene1404	Fastkd2
gene1405	Klf7
gene1406	YEATS2
gene1407	L345_01409
gene1408	MAP6
gene1409	PARL
gene1410	Cldn15
gene1411	DUSP28
gene1412	ALDH18A1
gene1413	TCTN3
gene1414	SYT9
gene1415	OLFML1
gene1416	Ppfibp2
gene1417	CYB5R2
gene1418	Far1
gene1419	PTH
gene1420	BTBD10
gene1421	ARNTL
gene1422	Rassf10
gene1423	DIRAS2
gene1424	PTPRN2
gene1425	DNAJB6
gene1426	UBE3C
gene1427	Mnx1
gene1428	NOM1
gene1429	LMBR1
gene1430	Rnf32
gene1431	L345_01432
gene1432	L345_01433
gene1433	DNTTIP2
gene1434	GCLM
gene1435	TECR
gene1436	Abca4
gene1437	arhgap29
gene1438	MYO10
gene1439	Aip
gene1440	MTCH2
gene1441	L345_01439
gene1442	AGBL2
gene1443	FNBP4
gene1444	NUP160
gene1445	L345_01446
gene1446	L345_01452
gene1447	PLEKHG3
gene1448	PLEKHG3
gene1449	Sptb
gene1450	churc1
gene1451	GPX2
gene1452	RAB15
gene1453	Fntb
gene1454	Unc93b1
gene1455	Aldh3b1
gene1456	snai1
gene1457	RNF114
gene1458	L345_01459
gene1459	SPATA2
gene1460	Opn5
gene1461	SLC9A8
gene1462	CABP5
gene1463	EIF3C
gene1464	CLN3
gene1465	GOLGA6L6
gene1466	L345_01469
gene1467	PITPNB
gene1468	SULT1B1
gene1469	ETS1
gene1470	L345_01470
gene1471	Rtl1
gene1472	Map1b
gene1473	THSD4
gene1474	L345_01479
gene1475	Thsd4
gene1476	LRRC49
gene1477	L345_01480
gene1478	L345_01477
gene1479	lilli
gene1480	L345_01478
gene1481	Larp6
gene1482	L345_01488
gene1483	ADAL
gene1484	ADAL
gene1485	TM2D3
gene1486	Tarsl2
gene1487	L345_01476
gene1488	TJP1
gene1489	TJP1
gene1490	AGO2
gene1491	nst1
gene1492	L345_01496
gene1493	L345_01492
gene1494	Apba2
gene1495	TRPM1
gene1496	MTMR10
gene1497	fan1
gene1498	Mcee
gene1499	Apba2
gene1500	PCDH9
gene1501	Srst
gene1502	PCDH11X
gene1503	PCDH11X
gene1504	Scn5a
gene1505	Scn5a
gene1506	Scn5a
gene1507	ZC3H13
gene1508	Scn5a
gene1509	Brwd3
gene1510	WDR48
gene1511	Gorasp1
gene1512	Ttc21a
gene1513	CSRNP1
gene1514	NST1
gene1515	FAT1
gene1516	Elovl1
gene1517	CDC20
gene1518	L345_01521
gene1519	Crlf1
gene1520	Tie1
gene1521	L345_01522
gene1522	PLCZ1
gene1523	RGS9
gene1524	L345_01525
gene1525	PARD3
gene1526	CUL2
gene1527	CREM
gene1528	L345_01529
gene1529	KCNK1
gene1530	Slc35f4
gene1531	SLC35F3
gene1532	L345_01533
gene1533	TARBP1
gene1534	IRF2BP2
gene1535	LUZP2
gene1536	ZSCAN29
gene1537	mybl2
gene1538	Ift52
gene1539	sraP
gene1540	SGK2
gene1541	L3MBTL1
gene1542	SRSF6
gene1543	L345_01544
gene1544	Sort1
gene1545	CPNE8
gene1546	Ppil1
gene1547	CELSR2
gene1548	SARS
gene1549	L345_01550
gene1550	NNMT
gene1551	NNMT
gene1552	ZBTB16
gene1553	ZBTB16
gene1554	dotA
gene1555	HTR3A
gene1556	USP28
gene1557	USP28
gene1558	USP28
gene1559	CLDN24
gene1560	Kcnj5
gene1561	ZW10
gene1562	ZW10
gene1563	L345_01567
gene1564	drd2-a
gene1565	L345_01569
gene1566	L345_01570
gene1567	TTC12
gene1568	TTC12
gene1569	NCAM1
gene1570	L345_01566
gene1571	Upk3b
gene1572	DTX2
gene1573	CD163
gene1574	YWHAG
gene1575	HSPB1
gene1576	SRRM3
gene1577	klhl12
gene1578	DDX18
gene1579	CCDC93
gene1580	Insig2
gene1581	Baiap2
gene1582	Lmtk3
gene1583	RPS9
gene1584	SOCS3
gene1585	CACNG7
gene1586	CACNG7
gene1587	CACNG8
gene1588	L345_01591
gene1589	Cacng6
gene1590	L345_01598
gene1591	PRKCG
gene1592	Apoh
gene1593	myadm
gene1594	CCDC114
gene1595	EMP3
gene1596	TMEM143
gene1597	Syngr4
gene1598	kdelr1
gene1599	L345_01600
gene1600	MUC1
gene1601	nlk.2
gene1602	Insr
gene1603	USE1
gene1604	RPL36
gene1605	LONP1
gene1606	SLC1A3
gene1607	NDUFA11
gene1608	VMAC
gene1609	Capsl
gene1610	Ranbp3
gene1611	RANBP3
gene1612	Gramd4
gene1613	Celsr1
gene1614	Celsr1
gene1615	TRMU
gene1616	RAD26L
gene1617	TUB
gene1618	ric3
gene1619	lmo1
gene1620	RH42
gene1621	L345_01622
gene1622	L345_01623
gene1623	L345_01624
gene1624	NRSN1
gene1625	Dcdc2
gene1626	MRS2
gene1627	GPLD1
gene1628	ALDH5A1
gene1629	L345_01634
gene1630	tdp2
gene1631	Acot13
gene1632	L345_01630
gene1633	GMNN
gene1634	L345_01631
gene1635	FAM65B
gene1636	mcm5
gene1637	RASD2
gene1638	MB
gene1639	APOL3
gene1640	rbfox2
gene1641	L345_01642
gene1642	L345_01646
gene1643	L345_01650
gene1644	L345_01643
gene1645	L345_01651
gene1646	SLC39A9
gene1647	ERH
gene1648	GALNTL1
gene1649	Galntl1
gene1650	EXD2
gene1651	DCAF5
gene1652	L345_01654
gene1653	FAM65C
gene1654	PTPN1
gene1655	TGFBR3
gene1656	CDC7
gene1657	hfm1
gene1658	ZNF644
gene1659	L345_01659
gene1660	L345_01662
gene1661	PHOX2A
gene1662	ASCC3
gene1663	SIM1
gene1664	Kcnc1
gene1665	KCNC1
gene1666	Kcnc1
gene1667	MYOD1
gene1668	RAPGEF6
gene1669	Kcnn4
gene1670	MZF1
gene1671	SMG9
gene1672	Irgc
gene1673	CNGB1
gene1674	RBM25
gene1675	TLR4
gene1676	ZC3H18
gene1677	L345_01678
gene1678	L345_01679
gene1679	Srst
gene1680	SPHK1
gene1681	Sphk1
gene1682	Ube2o
gene1683	AANAT
gene1684	RHBDF2
gene1685	CYGB
gene1686	L345_01691
gene1687	Cygb
gene1688	L345_01686
gene1689	ST6GALNAC1
gene1690	L345_01687
gene1691	MXRA7
gene1692	JMJD6
gene1693	Mettl23
gene1694	SRSF2
gene1695	MFSD11
gene1696	MGAT5B
gene1697	L345_01697
gene1698	SEC14L1
gene1699	RASD2
gene1700	TNRC6C
gene1701	FOXO3
gene1702	LACE1
gene1703	SNX3
gene1704	NR2E1
gene1705	L345_01706
gene1706	Cacna1h
gene1707	Epn2
gene1708	GRAPL
gene1709	SLC5A10
gene1710	Fam83g
gene1711	CMLKR1
gene1712	SHMT1
gene1713	Smcr8
gene1714	TOP3A
gene1715	Top3a
gene1716	smcr7
gene1717	FLII
gene1718	L345_01714
gene1719	Llgl1
gene1720	ATAD2B
gene1721	ATAD2B
gene1722	Ubxn2a
gene1723	mfsd2b
gene1724	L345_01728
gene1725	Fkbp1b
gene1726	SF3B14
gene1727	rnaseh2b
gene1728	GUCY1B2
gene1729	GUCY1B1
gene1730	SERPINE3
gene1731	Wdfy2
gene1732	WDFY2
gene1733	ATP7B
gene1734	P2ry4
gene1735	GRK6
gene1736	L345_01740
gene1737	Prr7
gene1738	DBN1
gene1739	DBN1
gene1740	PDLIM7
gene1741	DOK3
gene1742	Ddx41
gene1743	zfyve28
gene1744	mxd3
gene1745	PRELID1
gene1746	RAB24
gene1747	Nsd1
gene1748	Tmem216
gene1749	FSCN1
gene1750	Cpsf7
gene1751	SDHAF2
gene1752	Ppp1r32
gene1753	LRRC10B
gene1754	SYT7
gene1755	SLMAP
gene1756	L345_01761
gene1757	ARF4
gene1758	Pde12
gene1759	Dnah3
gene1760	Asb14
gene1761	APPL1
gene1762	L345_01757
gene1763	IL17RD
gene1764	ANKRD5
gene1765	L345_01768
gene1766	Pak7
gene1767	L345_01769
gene1768	PLCB4
gene1769	CYLC2
gene1770	TSHZ2
gene1771	cyp1a1
gene1772	ALDH1A1
gene1773	TMC1
gene1774	ZFAND5
gene1775	Gda
gene1776	L345_01780
gene1777	FAM108B1
gene1778	Arhgef3
gene1779	L345_01779
gene1780	CCDC66
gene1781	ERC2
gene1782	Mamld1
gene1783	L345_01784
gene1784	CNTFR
gene1785	Gria4
gene1786	L345_01787
gene1787	KBTBD3
gene1788	AASDHPPT
gene1789	SH3GL2
gene1790	SH3GL2
gene1791	CNTLN
gene1792	CNTLN
gene1793	BNC2
gene1794	L345_01796
gene1795	FSHR
gene1796	FSHR
gene1797	BSCL2
gene1798	L345_01795
gene1799	Fhod3
gene1800	L345_01800
gene1801	L345_01801
gene1802	Vstm2a
gene1803	L345_01804
gene1804	RAI14
gene1805	L345_01814
gene1806	RAD1
gene1807	BRIX1
gene1808	DNAJC21
gene1809	AGXT2
gene1810	Pkd1l2
gene1811	GCSH
gene1812	L345_01805
gene1813	ATMIN
gene1814	CENPN
gene1815	RIMBP2
gene1816	CDYL2
gene1817	syndig1l
gene1818	VRTN
gene1819	Abcd4
gene1820	ACSS1
gene1821	VSX2
gene1822	LIN52
gene1823	Aldh6a1
gene1824	L345_01824
gene1825	L345_01827
gene1826	ENTPD5
gene1827	tmem178
gene1828	agk
gene1829	Lchn
gene1830	WEE2
gene1831	SSBP1
gene1832	CREB3L2
gene1833	CSRNP3
gene1834	GALNT3
gene1835	TTC21B
gene1836	L345_01835
gene1837	SCN1A
gene1838	Epc1
gene1839	KIF5B
gene1840	ARHGAP12
gene1841	ZEB1
gene1842	IGFBP5
gene1843	RPL37A
gene1844	smarcal1
gene1845	CNGB1
gene1846	WNT9A
gene1847	C03B1.10
gene1848	HMGN5
gene1849	CACNA1A
gene1850	CYLC2
gene1851	Srst
gene1852	WNT3A
gene1853	Wbp7
gene1854	ARF1
gene1855	Cir1
gene1856	MRPL55
gene1857	GUK1
gene1858	RBM25
gene1859	GJC1
gene1860	IBA57
gene1861	Obscn
gene1862	OBSCN
gene1863	OBSCN
gene1864	Obscn
gene1865	Obscn
gene1866	OBSCN
gene1867	OBSCN
gene1868	OBSCN
gene1869	OBSCN
gene1870	Obscn
gene1871	MYNN
gene1872	Lrrc34
gene1873	L345_01847
gene1874	VRK2
gene1875	Fancl
gene1876	Epb41l1
gene1877	L345_01878
gene1878	SYS1
gene1879	TP53TG5
gene1880	RPL18A
gene1881	DTNBP1
gene1882	Pigt
gene1883	BLCAP
gene1884	SRC
gene1885	MANBAL
gene1886	L345_01888
gene1887	RPN2
gene1888	EMILIN2
gene1889	Lpin3
gene1890	Zhx3
gene1891	PLCG1
gene1892	TOP1
gene1893	CADPS2
gene1894	FEZF1
gene1895	AASS
gene1896	Ptprz1
gene1897	Fam3c
gene1898	WNT16
gene1899	L345_01899
gene1900	tamm41
gene1901	SKT
gene1902	Skt
gene1903	L345_01909
gene1904	L345_01905
gene1905	L345_01907
gene1906	CDK6
gene1907	PPIE
gene1908	Bmp8a
gene1909	MACF1
gene1910	Macf1
gene1911	Dst
gene1912	MACF1
gene1913	Gas2
gene1914	Svip
gene1915	INSIG1
gene1916	EN2
gene1917	cnpy1
gene1918	Rbm33
gene1919	SHH
gene1920	TATDN2
gene1921	BCL11A
gene1922	L345_01924
gene1923	SLC26A2
gene1924	SPNS2
gene1925	SPNS2
gene1926	MYBBP1A
gene1927	Eif4h
gene1928	RFC2
gene1929	CLIP2
gene1930	KCNA4
gene1931	FSHB
gene1932	L345_01932
gene1933	L345_01935
gene1934	Chrm5
gene1935	Aven
gene1936	RYR3
gene1937	H2AFY
gene1938	ZNF784
gene1939	Neurog1
gene1940	Cxcl14
gene1941	L345_01945
gene1942	Slc25a48
gene1943	Fbxl21
gene1944	TGFBI
gene1945	SMAD5
gene1946	TRPC7
gene1947	Tlr13
gene1948	CSNK1A1
gene1949	IL17B
gene1950	PCYOX1L
gene1951	GRPEL2
gene1952	AFAP1L1
gene1953	ABLIM3
gene1954	Ablim3
gene1955	ABLIM3
gene1956	ABLIM3
gene1957	SH3TC2
gene1958	SLITRK6
gene1959	Arhgap6
gene1960	AMELY
gene1961	L345_01961
gene1962	MSL3
gene1963	SNRPF
gene1964	chaf1a-a
gene1965	PCDH9
gene1966	L345_01967
gene1967	GTF2A2
gene1968	PTPN11
gene1969	PTPN11
gene1970	RNF223
gene1971	L345_01980
gene1972	MNN4
gene1973	Ttll10
gene1974	RAI1
gene1975	SREBF1
gene1976	TOM1L2
gene1977	LRRC48
gene1978	Atpaf2
gene1979	L345_01971
gene1980	DRG2
gene1981	L345_01978
gene1982	MYO15A
gene1983	Alkbh5
gene1984	L345_01985
gene1985	L345_01987
gene1986	L345_01986
gene1987	KATNAL1
gene1988	PPP2R2B
gene1989	L345_01993
gene1990	MAST2
gene1991	PIK3R3
gene1992	L345_01991
gene1993	L345_01994
gene1994	L345_01996
gene1995	L345_01995
gene1996	L345_01997
gene1997	TRIB2
gene1998	GLYATL3
gene1999	MUT
gene2000	CDC5L
gene2001	Srst
gene2002	Pdlim5
gene2003	SM50
gene2004	BMPR1B
gene2005	UNC5C
gene2006	KCNH5
gene2007	ACVR2A
gene2008	ORC4
gene2009	MBD5
gene2010	L345_02014
gene2011	ARFGAP2
gene2012	THAP9
gene2013	PACSIN3
gene2014	L345_02019
gene2015	DDB2
gene2016	ACP2
gene2017	NR1H3
gene2018	MADD
gene2019	RPS6KA2
gene2020	RNASET2
gene2021	L345_02022
gene2022	FGFR1OP
gene2023	SLC16A10
gene2024	L345_02027
gene2025	L345_02031
gene2026	CENPJ
gene2027	TTLL2
gene2028	unc93a
gene2029	Mllt4
gene2030	KIF25
gene2031	CORO7
gene2032	Dnaja3
gene2033	Hmox2
gene2034	L345_02050
gene2035	L345_02041
gene2036	L345_02045
gene2037	Mgrn1
gene2038	L345_02063
gene2039	L345_02064
gene2040	NAA60
gene2041	L345_02049
gene2042	Dnase1l2
gene2043	Eci1
gene2044	PARN
gene2045	L345_02061
gene2046	CLCN7
gene2047	BFAR
gene2048	PLA2G10
gene2049	NAGA
gene2050	TXNDC11
gene2051	infB
gene2052	LITAF
gene2053	ABCC1
gene2054	ABCC1
gene2055	MYH11
gene2056	NDE1
gene2057	SOCS1
gene2058	CIITA
gene2059	Ciita
gene2060	FAM18A
gene2061	NUBP1
gene2062	TEKT5
gene2063	L345_02051
gene2064	Grin2a
gene2065	ZFHX4
gene2066	CLCN2
gene2067	L345_02070
gene2068	ISL1
gene2069	ISL1
gene2070	Lag3
gene2071	CD4
gene2072	GPR162
gene2073	LEPREL2
gene2074	GNB3
gene2075	CDCA3
gene2076	Usp5
gene2077	TPI1
gene2078	LRRC23
gene2079	ENO2
gene2080	Atn1
gene2081	L345_02075
gene2082	PTPN6
gene2083	L345_02084
gene2084	ARL4A
gene2085	SCIN
gene2086	L345_02089
gene2087	ERLIN2
gene2088	TRAPPC2
gene2089	RAB9A
gene2090	TCEANC
gene2091	L345_02093
gene2092	egfl6
gene2093	Galr1
gene2094	MBP
gene2095	ZNF236
gene2096	L345_02105
gene2097	DNAJA1
gene2098	CRABP2
gene2099	Isg20l2
gene2100	Rrnad1
gene2101	mrpl24
gene2102	ETV3
gene2103	ARHGEF11
gene2104	Pex19
gene2105	PEA15
gene2106	CASQ1
gene2107	ATP1A2
gene2108	Igsf8
gene2109	Kcnj9
gene2110	KCNJ10
gene2111	KIRREL
gene2112	Hfe2
gene2113	HSPA1A
gene2114	SV2A
gene2115	Sf3b4
gene2116	Mtmr11
gene2117	mtmr10
gene2118	OTUD7B
gene2119	VPS45
gene2120	PLEKHO1
gene2121	ANP32E
gene2122	Aph1a
gene2123	CA14
gene2124	Gm129
gene2125	PRPF3
gene2126	Pam
gene2127	slc10a7
gene2128	LSM6
gene2129	L345_02127
gene2130	DPT
gene2131	EIF2B3
gene2132	PTCH2
gene2133	Hectd3
gene2134	UROD
gene2135	Zswim5
gene2136	L345_02138
gene2137	MMACHC
gene2138	L345_02139
gene2139	SPEG
gene2140	L345_02148
gene2141	SPEG
gene2142	Speg
gene2143	SPEG
gene2144	Speg
gene2145	L345_02143
gene2146	gmppaa
gene2147	accn2c
gene2148	THSD7B
gene2149	THSD7B
gene2150	nop58
gene2151	THSD7B
gene2152	AGO2
gene2153	ACIN1
gene2154	PCDH9
gene2155	SLITRK1
gene2156	Bcl11a
gene2157	L345_02158
gene2158	L345_02159
gene2159	L345_02160
gene2160	L345_02163
gene2161	KLHL4
gene2162	NST1
gene2163	L345_02162
gene2164	ASB3
gene2165	CHAC2
gene2166	Erlec1
gene2167	GPR75
gene2168	psme4
gene2169	ACYP2
gene2170	L345_02165
gene2171	Sptbn1
gene2172	L345_02173
gene2173	CRYAA
gene2174	L345_02182
gene2175	U2AF1
gene2176	CBS
gene2177	Pknox1
gene2178	NDUFV3
gene2179	WDR4
gene2180	Pde9a
gene2181	SLC37A1
gene2182	MPP6
gene2183	DFNA5
gene2184	ARSI
gene2185	Camk2a
gene2186	Slc6a7
gene2187	Mrgprh
gene2188	CDX1
gene2189	L345_02187
gene2190	NCOA1
gene2191	NCOA1
gene2192	PTRHD1
gene2193	CENPO
gene2194	L345_02197
gene2195	ADCY3
gene2196	DNAJC27
gene2197	EXTL3
gene2198	INTS9
gene2199	HMBOX1
gene2200	ccdc77
gene2201	KDM5A
gene2202	SLC6A13
gene2203	SLC6A13
gene2204	L345_02207
gene2205	Slc6a13
gene2206	SLC6A13
gene2207	Slc6a13
gene2208	SLC6A12
gene2209	IPCEF1
gene2210	Oprm1
gene2211	L345_02212
gene2212	L345_02213
gene2213	NKX6-2
gene2214	L345_02214
gene2215	L345_02219
gene2216	L345_02217
gene2217	L345_02218
gene2218	L345_02216
gene2219	SESN1
gene2220	dlg1
gene2221	TEX11
gene2222	NCBP2
gene2223	SLC7A3
gene2224	SNX12
gene2225	FOXO4
gene2226	PXR1
gene2227	Gdpd2
gene2228	HTR2C
gene2229	L345_02252
gene2230	Lrch2
gene2231	TRIM27
gene2232	PLS3
gene2233	AGTR2
gene2234	Slc6a14
gene2235	Slc6a14
gene2236	Slc6a14
gene2237	SLC6A14
gene2238	KLHL13
gene2239	Wdr44
gene2240	DOCK11
gene2241	Dock9
gene2242	L345_02253
gene2243	IL13RA1
gene2244	MST4
gene2245	FRMD7
gene2246	RAP2C
gene2247	L345_02250
gene2248	L345_02251
gene2249	mbnl3
gene2250	HS6ST2
gene2251	Gpc4
gene2252	GPC4
gene2253	CS
gene2254	Cnpy2
gene2255	OBFC2B
gene2256	RNF41
gene2257	SMARCC2
gene2258	MYL6
gene2259	Esyt1
gene2260	Esyt1
gene2261	ESYT1
gene2262	ESYT1
gene2263	Inpp1
gene2264	PRKAG1
gene2265	DDN
gene2266	SLC4A8
gene2267	SLC4A8
gene2268	SLC4A8
gene2269	GCG
gene2270	AQP2
gene2271	AQP5
gene2272	FAIM2
gene2273	BCDIN3D
gene2274	KRT80
gene2275	ATP10D
gene2276	UBE3A
gene2277	L345_02278
gene2278	L345_02279
gene2279	VWA3B
gene2280	GALNT13
gene2281	Kcnj3
gene2282	KCNJ3
gene2283	Slc1a4
gene2284	L345_02286
gene2285	SERTAD2
gene2286	Aftph
gene2287	AFTPH
gene2288	GHSR
gene2289	L345_02290
gene2290	znf238.2
gene2291	adssl1
gene2292	L345_02291
gene2293	CDCA4
gene2294	CDCA4
gene2295	Gpr132
gene2296	L345_02295
gene2297	GNA13
gene2298	AMZ2
gene2299	Arsg
gene2300	SLC16A6
gene2301	SMURF2
gene2302	Kpna2
gene2303	L345_02300
gene2304	BPTF
gene2305	NOL11
gene2306	Pitpnc1
gene2307	PLEKHH2
gene2308	DYNC2LI1
gene2309	LRPPRC
gene2310	PPM1B
gene2311	SLC3A1
gene2312	PREPL
gene2313	L345_02314
gene2314	NFIX
gene2315	Csmd1
gene2316	NFKB1
gene2317	MANBA
gene2318	UBE2D3
gene2319	CISD2
gene2320	Slc9b2
gene2321	STMN2
gene2322	HEY1
gene2323	MRPS28
gene2324	TPD52
gene2325	ZBTB10
gene2326	MAD1
gene2327	ZNF704
gene2328	PAG1
gene2329	MRPL53
gene2330	Fabp5
gene2331	PMP2
gene2332	PMP2
gene2333	Impa1
gene2334	ZFAND1
gene2335	chmp4c
gene2336	SNX16
gene2337	FIGN
gene2338	Gja4
gene2339	EM1
gene2340	Tnfrsf12a
gene2341	ZG16
gene2342	mab21L3
gene2343	Thoc6
gene2344	HCFC1R1
gene2345	RAB35
gene2346	ccdc64b
gene2347	MMP25
gene2348	Itgal
gene2349	CD2BP2
gene2350	FAM109A
gene2351	TBC1D10B
gene2352	MYLPF
gene2353	Qprt
gene2354	DCTPP1
gene2355	Sep-01
gene2356	PPP1R15B
gene2357	PIK3C2B
gene2358	Mdm4
gene2359	LRRN2
gene2360	Arhgap24
gene2361	MAPK10
gene2362	L345_02363
gene2363	PTPN13
gene2364	L345_02365
gene2365	L345_02366
gene2366	CDH8
gene2367	L345_02368
gene2368	L345_02385
gene2369	ANKRD32
gene2370	MCTP1
gene2371	FAM81B
gene2372	TTC37
gene2373	ARSK
gene2374	Gpr150
gene2375	RFESD
gene2376	SPATA9
gene2377	Cpt2
gene2378	Rhobtb3
gene2379	EIF3A
gene2380	LPCAT4
gene2381	Nut
gene2382	nop10
gene2383	SLC12A6
gene2384	Tmem85
gene2385	SDR39U1
gene2386	n4bp1
gene2387	Khnyn
gene2388	R3hdm2
gene2389	STAC3
gene2390	SHMT2
gene2391	Nxph2
gene2392	L345_02392
gene2393	LRP1
gene2394	ITGA5
gene2395	L345_02397
gene2396	L345_02396
gene2397	IFT43
gene2398	TGFB3
gene2399	Ttll5
gene2400	L345_02398
gene2401	FLVCR2
gene2402	BATF
gene2403	JDP2
gene2404	LRP1B
gene2405	ARHGEF26
gene2406	TMEM68
gene2407	TMEM68
gene2408	XKR4
gene2409	Xkr4
gene2410	L345_02411
gene2411	SMU1
gene2412	DNAJA1
gene2413	APTX
gene2414	IKBKAP
gene2415	ACTL7A
gene2416	Tbc1d2
gene2417	CORO2A
gene2418	Trap1a
gene2419	ANP32B
gene2420	Hemgn
gene2421	foxe1
gene2422	Il1f10
gene2423	OGDH
gene2424	Zmiz2
gene2425	PPIA
gene2426	PGAM2
gene2427	MCHR1
gene2428	NUDCD3
gene2429	CAMK2B
gene2430	L345_02432
gene2431	CAMK2B
gene2432	ykt6-b
gene2433	GCK
gene2434	Myl7
gene2435	Pold2
gene2436	Aebp1
gene2437	Capg
gene2438	MMP17
gene2439	DBNL
gene2440	Tcf7l1
gene2441	TCF7L1
gene2442	TGOLN2
gene2443	CASP3
gene2444	Fez1
gene2445	Pknox2
gene2446	Megf8
gene2447	NRXN3
gene2448	L345_02449
gene2449	DIO2
gene2450	CEP128
gene2451	TSHR
gene2452	TSHR
gene2453	Ston2
gene2454	Ston2
gene2455	SEL1L
gene2456	L345_02457
gene2457	L345_02458
gene2458	L345_02459
gene2459	Arrdc2
gene2460	L345_02461
gene2461	L345_02462
gene2462	tif32
gene2463	MRPL39
gene2464	GABPA
gene2465	Atp5j
gene2466	APP
gene2467	OS9
gene2468	c1galt1b
gene2469	COL2A1
gene2470	L345_02474
gene2471	col2a1
gene2472	SENP1
gene2473	PFKM
gene2474	ASB8
gene2475	ZNF787
gene2476	PFDN5
gene2477	ESPL1
gene2478	HDHD1
gene2479	MFSD5
gene2480	NR1D2
gene2481	ZSWIM6
gene2482	FAM72A
gene2483	AVPR1B
gene2484	CTSE
gene2485	L345_02495
gene2486	RAB7B
gene2487	Slc26a9
gene2488	PM20D1
gene2489	Slc41a1
gene2490	Rab7l1
gene2491	NUCKS1
gene2492	SLC45A3
gene2493	KLF15
gene2494	ELK4
gene2495	MFSD4
gene2496	Nus1
gene2497	GOPC
gene2498	DCBLD1
gene2499	VGLL2
gene2500	RFX6
gene2501	EIF4EBP2
gene2502	PMEPA1
gene2503	ATP5G3
gene2504	ATF2
gene2505	CHN1
gene2506	CHRNA1
gene2507	L345_02508
gene2508	Npat
gene2509	Acat1
gene2510	CUL5
gene2511	Rab39
gene2512	Slc35f2
gene2513	ELMOD1
gene2514	ALKBH8
gene2515	L345_02516
gene2516	OLA1
gene2517	SP3
gene2518	GALNT12
gene2519	ANKS6
gene2520	cmbl
gene2521	Mar-06
gene2522	ROPN1L
gene2523	SNRNP48
gene2524	Ankrd33b
gene2525	Rtl1
gene2526	Sult1a1
gene2527	CCDC101
gene2528	NUPR1
gene2529	Ehd2
gene2530	SULT1B1
gene2531	L345_02534
gene2532	SULT1C2
gene2533	Sult1c1
gene2534	FAM109A
gene2535	CUX2
gene2536	CUX2
gene2537	CUX2
gene2538	CUX2
gene2539	CUX2
gene2540	L345_02543
gene2541	L345_02540
gene2542	CCDC63
gene2543	ppp1cc-a
gene2544	HVCN1
gene2545	Tctn1
gene2546	Pptc7
gene2547	BRAP
gene2548	ACAD11
gene2549	ALDH2
gene2550	ADAM21
gene2551	TMEM116
gene2552	NAA25
gene2553	Trafd1
gene2554	L345_02581
gene2555	Rpl6
gene2556	PTPN11
gene2557	RPH3A
gene2558	Rph3a
gene2559	WSCD2
gene2560	CMLKR1
gene2561	FICD
gene2562	SART3
gene2563	Iscu
gene2564	TMEM119
gene2565	CORO1C
gene2566	hdgfrp2
gene2567	SSH1
gene2568	L345_02565
gene2569	DAO
gene2570	SVOP
gene2571	USP30
gene2572	ALKBH2
gene2573	UNG
gene2574	ACACB
gene2575	foxn4
gene2576	foxn4
gene2577	MYO1H
gene2578	KCTD10
gene2579	UBE3B
gene2580	Mmab
gene2581	MVK
gene2582	UBE2E3
gene2583	BBX
gene2584	MICALCL
gene2585	L345_02589
gene2586	MICAL2
gene2587	DKK3
gene2588	USP47
gene2589	Trim39
gene2590	RAPGEF3
gene2591	SLC48A1
gene2592	L345_02591
gene2593	TWIST2
gene2594	HDAC7
gene2595	RASA3
gene2596	L345_02600
gene2597	CDC16
gene2598	Fbxo36
gene2599	ZNF828
gene2600	Sep-10
gene2601	Sh3rf3
gene2602	EDAR
gene2603	CNGB1
gene2604	CCDC138
gene2605	RGPD5
gene2606	LIMS1
gene2607	L345_02608
gene2608	LETM1
gene2609	WHSC1
gene2610	WHSC2
gene2611	L345_02614
gene2612	nat8l
gene2613	Mxd4
gene2614	COG3
gene2615	L345_02613
gene2616	CHUK
gene2617	L345_02622
gene2618	MTG1
gene2619	PAOX
gene2620	TMEM72
gene2621	CXCL12
gene2622	L345_02624
gene2623	L345_02623
gene2624	Mafb
gene2625	MIPEP
gene2626	SPATA13
gene2627	L345_02628
gene2628	MTMR6
gene2629	Nupl1
gene2630	SHISA2
gene2631	ATP8A2
gene2632	ATP8A2
gene2633	rnf12
gene2634	CDK8
gene2635	WASF3
gene2636	GPR12
gene2637	USP12
gene2638	RPL21
gene2639	RASL11A
gene2640	GTF3A
gene2641	Mtif3
gene2642	LNX2
gene2643	L345_02641
gene2644	Gsx1
gene2645	L345_02646
gene2646	PDX1
gene2647	CDX2
gene2648	L345_02651
gene2649	FLT3
gene2650	PAN3
gene2651	foxi1c
gene2652	JEM1
gene2653	EIF2AK3
gene2654	RPIA
gene2655	ANKRD17
gene2656	KLHL24
gene2657	kbtbd8
gene2658	Eftud1
gene2659	EFTUD1
gene2660	L345_02659
gene2661	ADAMTSL3
gene2662	L345_02668
gene2663	ADAMTSL3
gene2664	ADAMTSL3
gene2665	ADAMTSL3
